,portfolio_value
2020-01-01 00:00:00+00:00,10000.0
2020-01-02 00:00:00+00:00,9688.906726911884
2020-01-03 00:00:00+00:00,9677.7746899648
2020-01-04 00:00:00+00:00,9677.7746899648
2020-01-05 00:00:00+00:00,9677.7746899648
2020-01-06 00:00:00+00:00,10136.164844888528
2020-01-07 00:00:00+00:00,10650.816922171758
2020-01-08 00:00:00+00:00,10541.448076284534
2020-01-09 00:00:00+00:00,10279.484071842682
2020-01-10 00:00:00+00:00,10654.550610456243
2020-01-11 00:00:00+00:00,10486.22822167344
2020-01-12 00:00:00+00:00,10688.39333185416
2020-01-13 00:00:00+00:00,10625.378662390833
2020-01-14 00:00:00+00:00,10610.502751950928
2020-01-15 00:00:00+00:00,10610.502751950928
2020-01-16 00:00:00+00:00,10610.502751950928
2020-01-17 00:00:00+00:00,10847.514503795599
2020-01-18 00:00:00+00:00,10864.243717153528
2020-01-19 00:00:00+00:00,10576.852654602068
2020-01-20 00:00:00+00:00,10517.807464926813
2020-01-21 00:00:00+00:00,10625.021067590174
2020-01-22 00:00:00+00:00,10546.032747885361
2020-01-23 00:00:00+00:00,10212.72384448536
2020-01-24 00:00:00+00:00,10260.004841574471
2020-01-25 00:00:00+00:00,10243.293801260312
2020-01-26 00:00:00+00:00,10517.393904669123
2020-01-27 00:00:00+00:00,10900.306127247572
2020-01-28 00:00:00+00:00,10892.711914360863
2020-01-29 00:00:00+00:00,10892.711914360863
2020-01-30 00:00:00+00:00,10892.711914360863
2020-01-31 00:00:00+00:00,10892.711914360863
2020-02-01 00:00:00+00:00,10892.711914360863
2020-02-02 00:00:00+00:00,10892.711914360863
2020-02-03 00:00:00+00:00,10892.711914360863
2020-02-04 00:00:00+00:00,10892.711914360863
2020-02-05 00:00:00+00:00,10892.711914360863
2020-02-06 00:00:00+00:00,10892.711914360863
2020-02-07 00:00:00+00:00,10960.071195202714
2020-02-08 00:00:00+00:00,11037.46767042408
2020-02-09 00:00:00+00:00,11318.916550163507
2020-02-10 00:00:00+00:00,11027.948808657062
2020-02-11 00:00:00+00:00,11421.360131347583
2020-02-12 00:00:00+00:00,11553.17975907299
2020-02-13 00:00:00+00:00,11428.233772230999
2020-02-14 00:00:00+00:00,11413.643398146954
2020-02-15 00:00:00+00:00,10933.00981677006
2020-02-16 00:00:00+00:00,10982.768174043578
2020-02-17 00:00:00+00:00,10712.698263535649
2020-02-18 00:00:00+00:00,11212.233779466627
2020-02-19 00:00:00+00:00,10649.953222245484
2020-02-20 00:00:00+00:00,10622.413333428409
2020-02-21 00:00:00+00:00,10708.606524203777
2020-02-22 00:00:00+00:00,10682.892263674352
2020-02-23 00:00:00+00:00,10971.803608171682
2020-02-24 00:00:00+00:00,10668.51287682443
2020-02-25 00:00:00+00:00,10327.491774456004
2020-02-26 00:00:00+00:00,9751.311179267092
2020-02-27 00:00:00+00:00,9711.480957850008
2020-02-28 00:00:00+00:00,9706.44600458642
2020-02-29 00:00:00+00:00,9706.44600458642
2020-03-01 00:00:00+00:00,9706.44600458642
