,portfolio_value
2024-01-01 00:00:00+00:00,10000.0
2024-01-02 00:00:00+00:00,10164.271809848524
2024-01-03 00:00:00+00:00,9687.281638959581
2024-01-04 00:00:00+00:00,9988.367957023696
2024-01-05 00:00:00+00:00,9981.328974212838
2024-01-06 00:00:00+00:00,9981.328974212838
2024-01-07 00:00:00+00:00,9981.328974212838
2024-01-08 00:00:00+00:00,9981.328974212838
2024-01-09 00:00:00+00:00,9791.410818714952
2024-01-10 00:00:00+00:00,9894.980289177107
2024-01-11 00:00:00+00:00,9839.976726878602
2024-01-12 00:00:00+00:00,9093.96236611339
2024-01-13 00:00:00+00:00,9091.673625054113
2024-01-14 00:00:00+00:00,8869.675689748226
2024-01-15 00:00:00+00:00,9021.555750646303
2024-01-16 00:00:00+00:00,9158.003181229076
2024-01-17 00:00:00+00:00,9070.509609123512
2024-01-18 00:00:00+00:00,8756.309644914998
2024-01-19 00:00:00+00:00,8751.030630918107
2024-01-20 00:00:00+00:00,8751.030630918107
2024-01-21 00:00:00+00:00,8751.030630918107
2024-01-22 00:00:00+00:00,8751.030630918107
2024-01-23 00:00:00+00:00,8751.030630918107
2024-01-24 00:00:00+00:00,8786.011276865815
2024-01-25 00:00:00+00:00,8754.603460268057
2024-01-26 00:00:00+00:00,8746.507593713708
2024-01-27 00:00:00+00:00,8746.507593713708
2024-01-28 00:00:00+00:00,8746.507593713708
2024-01-29 00:00:00+00:00,8746.507593713708
2024-01-30 00:00:00+00:00,8667.613741061192
2024-01-31 00:00:00+00:00,8592.94887229712
2024-02-01 00:00:00+00:00,8581.766713108127
2024-02-02 00:00:00+00:00,8581.766713108127
2024-02-03 00:00:00+00:00,8534.926723808472
2024-02-04 00:00:00+00:00,8453.79695814957
2024-02-05 00:00:00+00:00,8468.703202287781
2024-02-06 00:00:00+00:00,8553.274540701099
2024-02-07 00:00:00+00:00,8798.162061779094
2024-02-08 00:00:00+00:00,8993.377870455426
2024-02-09 00:00:00+00:00,8983.5547858487
2024-02-10 00:00:00+00:00,9092.145497301153
2024-02-11 00:00:00+00:00,9191.617918168335
2024-02-12 00:00:00+00:00,9508.379395189424
2024-02-13 00:00:00+00:00,9467.310480358614
2024-02-14 00:00:00+00:00,9863.999470535313
2024-02-15 00:00:00+00:00,9885.289286702857
2024-02-16 00:00:00+00:00,9927.474883468423
2024-02-17 00:00:00+00:00,9832.843152399637
2024-02-18 00:00:00+00:00,9920.307896883176
2024-02-19 00:00:00+00:00,9854.949291313093
2024-02-20 00:00:00+00:00,9951.203259386963
2024-02-21 00:00:00+00:00,9866.375579365858
2024-02-22 00:00:00+00:00,9764.70176355273
2024-02-23 00:00:00+00:00,9655.640152542755
2024-02-24 00:00:00+00:00,9815.353177356285
2024-02-25 00:00:00+00:00,9846.212110156473
2024-02-26 00:00:00+00:00,10377.0642640483
2024-02-27 00:00:00+00:00,10864.865429848294
2024-02-28 00:00:00+00:00,11896.324905549542
2024-02-29 00:00:00+00:00,11647.681026548522
2024-03-01 00:00:00+00:00,11884.11426367443
2024-03-02 00:00:00+00:00,11870.522636417256
2024-03-03 00:00:00+00:00,11870.522636417256
2024-03-04 00:00:00+00:00,11870.522636417256
2024-03-05 00:00:00+00:00,11070.888932528696
2024-03-06 00:00:00+00:00,11470.961382252504
2024-03-07 00:00:00+00:00,11613.020026958451
2024-03-08 00:00:00+00:00,11851.544504595
2024-03-09 00:00:00+00:00,11886.03870938876
2024-03-10 00:00:00+00:00,11976.427217890576
2024-03-11 00:00:00+00:00,12515.058733240941
2024-03-12 00:00:00+00:00,12403.550742857342
2024-03-13 00:00:00+00:00,12681.569017635042
2024-03-14 00:00:00+00:00,12388.854273053092
2024-03-15 00:00:00+00:00,12043.056817639574
2024-03-16 00:00:00+00:00,11333.58646627764
2024-03-17 00:00:00+00:00,11867.253635864408
2024-03-18 00:00:00+00:00,11721.142989659991
2024-03-19 00:00:00+00:00,10743.206187728527
2024-03-20 00:00:00+00:00,10735.476259436668
2024-03-21 00:00:00+00:00,10342.53843857125
2024-03-22 00:00:00+00:00,10331.965416517904
2024-03-23 00:00:00+00:00,10363.610692426762
2024-03-24 00:00:00+00:00,10876.753351435862
2024-03-25 00:00:00+00:00,11317.529867647352
2024-03-26 00:00:00+00:00,11322.22511059145
2024-03-27 00:00:00+00:00,11236.081621001484
2024-03-28 00:00:00+00:00,11444.707126461008
2024-03-29 00:00:00+00:00,11306.85529916664
2024-03-30 00:00:00+00:00,11266.812396825366
2024-03-31 00:00:00+00:00,11539.942830785787
2024-04-01 00:00:00+00:00,11276.008248147373
2024-04-02 00:00:00+00:00,10587.630654597075
2024-04-03 00:00:00+00:00,10673.992160178388
2024-04-04 00:00:00+00:00,10662.491167010334
2024-04-05 00:00:00+00:00,10662.491167010334
2024-04-06 00:00:00+00:00,10662.491167010334
2024-04-07 00:00:00+00:00,10723.788788128142
2024-04-08 00:00:00+00:00,11074.55704313086
2024-04-09 00:00:00+00:00,10689.22856030859
2024-04-10 00:00:00+00:00,10913.230484268855
2024-04-11 00:00:00+00:00,10831.711442722377
2024-04-12 00:00:00+00:00,10820.999188907012
2024-04-13 00:00:00+00:00,10820.999188907012
2024-04-14 00:00:00+00:00,10820.999188907012
2024-04-15 00:00:00+00:00,10820.999188907012
2024-04-16 00:00:00+00:00,10877.093356110192
2024-04-17 00:00:00+00:00,10444.95895757959
2024-04-18 00:00:00+00:00,10826.108469785477
2024-04-19 00:00:00+00:00,10814.941125727777
2024-04-20 00:00:00+00:00,10997.58859388667
2024-04-21 00:00:00+00:00,10986.116810714617
2024-04-22 00:00:00+00:00,11309.479516542418
2024-04-23 00:00:00+00:00,11236.651275183267
2024-04-24 00:00:00+00:00,10876.174482187114
2024-04-25 00:00:00+00:00,10910.829763559199
2024-04-26 00:00:00+00:00,10787.91921736428
2024-04-27 00:00:00+00:00,10731.03487746147
2024-04-28 00:00:00+00:00,10679.27238866492
2024-04-29 00:00:00+00:00,10802.437408040365
2024-04-30 00:00:00+00:00,10260.249578945577
2024-05-01 00:00:00+00:00,9857.05301814716
2024-05-02 00:00:00+00:00,10004.166277202821
2024-05-03 00:00:00+00:00,9993.970621509694
2024-05-04 00:00:00+00:00,9993.970621509694
2024-05-05 00:00:00+00:00,9993.970621509694
2024-05-06 00:00:00+00:00,9847.346090273462
2024-05-07 00:00:00+00:00,9718.390870112353
2024-05-08 00:00:00+00:00,9539.585827092404
2024-05-09 00:00:00+00:00,9530.553646859566
2024-05-10 00:00:00+00:00,9530.553646859566
2024-05-11 00:00:00+00:00,9530.553646859566
2024-05-12 00:00:00+00:00,9530.553646859566
2024-05-13 00:00:00+00:00,9530.553646859566
2024-05-14 00:00:00+00:00,9316.984419881966
2024-05-15 00:00:00+00:00,10030.629020379127
2024-05-16 00:00:00+00:00,9873.827696943097
2024-05-17 00:00:00+00:00,9863.910749517829
2024-05-18 00:00:00+00:00,9863.910749517829
2024-05-19 00:00:00+00:00,9863.910749517829
2024-05-20 00:00:00+00:00,9863.910749517829
2024-05-21 00:00:00+00:00,9673.838716617689
2024-05-22 00:00:00+00:00,9533.952102532041
2024-05-23 00:00:00+00:00,9369.43444455561
2024-05-24 00:00:00+00:00,9359.868012405615
2024-05-25 00:00:00+00:00,9451.347996558849
2024-05-26 00:00:00+00:00,9349.303545493192
2024-05-27 00:00:00+00:00,9468.89676389698
2024-05-28 00:00:00+00:00,9319.028670483898
2024-05-29 00:00:00+00:00,9221.040413059452
2024-05-30 00:00:00+00:00,9328.412815720054
2024-05-31 00:00:00+00:00,9318.746813529597
2024-06-01 00:00:00+00:00,9318.746813529597
2024-06-02 00:00:00+00:00,9318.746813529597
2024-06-03 00:00:00+00:00,9318.746813529597
2024-06-04 00:00:00+00:00,9547.992741340706
2024-06-05 00:00:00+00:00,9617.680910919104
2024-06-06 00:00:00+00:00,9573.61881707734
2024-06-07 00:00:00+00:00,9564.318700568649
2024-06-08 00:00:00+00:00,9564.318700568649
2024-06-09 00:00:00+00:00,9564.318700568649
2024-06-10 00:00:00+00:00,9564.318700568649
2024-06-11 00:00:00+00:00,9255.629532283461
2024-06-12 00:00:00+00:00,9380.604425818403
2024-06-13 00:00:00+00:00,9176.501605200074
2024-06-14 00:00:00+00:00,9166.112780973755
2024-06-15 00:00:00+00:00,9182.508283663328
2024-06-16 00:00:00+00:00,9244.664681680537
2024-06-17 00:00:00+00:00,9224.028974300456
2024-06-18 00:00:00+00:00,9036.809243097536
2024-06-19 00:00:00+00:00,9011.77598410534
