,portfolio_value
2019-01-01 00:00:00+00:00,10000.0
2019-01-02 00:00:00+00:00,10234.46254659437
2019-01-03 00:00:00+00:00,9957.62296124858
2019-01-04 00:00:00+00:00,10012.063502805653
2019-01-05 00:00:00+00:00,9979.562273291476
2019-01-06 00:00:00+00:00,10580.22103537969
2019-01-07 00:00:00+00:00,10446.86169947591
2019-01-08 00:00:00+00:00,10444.773506568086
2019-01-09 00:00:00+00:00,10444.773506568086
2019-01-10 00:00:00+00:00,10444.773506568086
2019-01-11 00:00:00+00:00,10444.773506568086
2019-01-12 00:00:00+00:00,10361.67527997496
2019-01-13 00:00:00+00:00,10055.044999282605
2019-01-14 00:00:00+00:00,10057.310737080366
2019-01-15 00:00:00+00:00,10057.310737080366
2019-01-16 00:00:00+00:00,10057.310737080366
2019-01-17 00:00:00+00:00,10057.310737080366
2019-01-18 00:00:00+00:00,9992.20612775455
2019-01-19 00:00:00+00:00,10185.418217614477
2019-01-20 00:00:00+00:00,9836.974066245237
2019-01-21 00:00:00+00:00,9768.732329205834
2019-01-22 00:00:00+00:00,9846.708499303564
2019-01-23 00:00:00+00:00,9793.56527076015
2019-01-24 00:00:00+00:00,9836.569242946634
2019-01-25 00:00:00+00:00,9844.53907925719
2019-01-26 00:00:00+00:00,9844.53907925719
2019-01-27 00:00:00+00:00,9844.53907925719
2019-01-28 00:00:00+00:00,9844.53907925719
2019-01-29 00:00:00+00:00,9775.856613578275
2019-01-30 00:00:00+00:00,9883.77494367571
2019-01-31 00:00:00+00:00,9803.28870236126
2019-02-01 00:00:00+00:00,9888.775181094166
2019-02-02 00:00:00+00:00,9982.661837195623
2019-02-03 00:00:00+00:00,9820.925198682175
2019-02-04 00:00:00+00:00,9807.148243314377
2019-02-05 00:00:00+00:00,9827.57072463104
2019-02-06 00:00:00+00:00,9678.472421530605
2019-02-07 00:00:00+00:00,9672.08400150489
2019-02-08 00:00:00+00:00,10416.354019947152
2019-02-09 00:00:00+00:00,10428.919559828777
2019-02-10 00:00:00+00:00,10482.84984720791
2019-02-11 00:00:00+00:00,10364.227627547163
2019-02-12 00:00:00+00:00,10378.709415728432
2019-02-13 00:00:00+00:00,10317.752884583942
2019-02-14 00:00:00+00:00,10274.60296766071
2019-02-15 00:00:00+00:00,10285.766865192145
2019-02-16 00:00:00+00:00,10259.75766308512
2019-02-17 00:00:00+00:00,10259.75766308512
2019-02-18 00:00:00+00:00,10259.75766308512
2019-02-19 00:00:00+00:00,10259.75766308512
2019-02-20 00:00:00+00:00,10387.490212345318
2019-02-21 00:00:00+00:00,10268.801598977932
2019-02-22 00:00:00+00:00,10402.308773922812
2019-02-23 00:00:00+00:00,10758.096908652258
2019-02-24 00:00:00+00:00,9895.638491568798
2019-02-25 00:00:00+00:00,10083.3197712299
2019-02-26 00:00:00+00:00,10009.725311340022
2019-02-27 00:00:00+00:00,10001.127857335621
2019-02-28 00:00:00+00:00,10010.835498800325
2019-03-01 00:00:00+00:00,10023.296734862453
2019-03-02 00:00:00+00:00,10035.843565046309
2019-03-03 00:00:00+00:00,9991.073401170297
2019-03-04 00:00:00+00:00,9768.72269802729
2019-03-05 00:00:00+00:00,10118.843233837464
2019-03-06 00:00:00+00:00,10138.496278216106
2019-03-07 00:00:00+00:00,10158.082115358431
2019-03-08 00:00:00+00:00,10131.196050678742
2019-03-09 00:00:00+00:00,10292.68235893927
2019-03-10 00:00:00+00:00,10262.261574047594
2019-03-11 00:00:00+00:00,10257.552299595767
2019-03-12 00:00:00+00:00,10257.552299595767
2019-03-13 00:00:00+00:00,10257.552299595767
2019-03-14 00:00:00+00:00,10257.552299595767
2019-03-15 00:00:00+00:00,10336.67020415751
2019-03-16 00:00:00+00:00,10565.837568502835
2019-03-17 00:00:00+00:00,10504.518610606743
2019-03-18 00:00:00+00:00,10523.512623395189
2019-03-19 00:00:00+00:00,10624.462118775073
2019-03-20 00:00:00+00:00,10666.963547900645
2019-03-21 00:00:00+00:00,10515.212777541336
2019-03-22 00:00:00+00:00,10501.228489781588
2019-03-23 00:00:00+00:00,10532.174357054751
2019-03-24 00:00:00+00:00,10496.530956697958
2019-03-25 00:00:00+00:00,10342.305587329178
2019-03-26 00:00:00+00:00,10348.018087645416
2019-03-27 00:00:00+00:00,10348.018087645416
2019-03-28 00:00:00+00:00,10348.018087645416
2019-03-29 00:00:00+00:00,10414.09078918356
2019-03-30 00:00:00+00:00,10435.14485687518
2019-03-31 00:00:00+00:00,10431.953681077972
2019-04-01 00:00:00+00:00,10566.066193945846
2019-04-02 00:00:00+00:00,12399.914076809535
2019-04-03 00:00:00+00:00,12636.59584348912
2019-04-04 00:00:00+00:00,12508.977348553824
2019-04-05 00:00:00+00:00,12798.35570094845
2019-04-06 00:00:00+00:00,12857.145546515783
2019-04-07 00:00:00+00:00,13210.55089573747
2019-04-08 00:00:00+00:00,13441.464475682518
