metric,mean,std,min,max
total_return,1.0450292642660308,0.3349520290789649,0.7129920760606157,1.3828219571746905
annualized_return,0.5375255567239818,0.15278804234165144,0.3843931574418331,0.6899668978816538
annualized_volatility,0.3898883305036412,0.023723334084597366,0.3661634162267869,0.4136100840801525
sharpe_ratio,1.2964709855536958,0.27848971226924424,0.9923473440428898,1.5390210809388072
sortino_ratio,1.7989715157006343,0.4847186158311769,1.3330242319240455,2.3005005207623466
maximum_drawdown,-0.30899499484902165,0.0669152969525472,-0.36211040065391853,-0.23383973834679395
calmar_ratio,1.8793313357272927,0.969702923739998,1.0615358099288923,2.950597288380491
trade_count,128.33333333333334,39.71565602295061,85.0,163.0
total_transaction_cost,1995.8587786324197,717.3151543142726,1178.016736472252,2518.3219776261476
