strategy,fold_count,total_return_mean,total_return_median,total_return_std,total_return_worst,total_return_best,annualized_return_mean,sharpe_mean,sharpe_median,sortino_mean,maximum_drawdown_mean,maximum_drawdown_worst,trade_count_mean,transaction_cost_mean,positive_fold_rate,beat_buy_hold_return_rate
cash,7,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
buy_and_hold,7,0.7418786365426149,0.5747352341921892,1.2917496720839812,-0.7255810833751434,3.0225633804210945,0.7622936205162075,0.8038789648764718,1.2557931337805692,1.3563573947057548,-0.4980024435931267,-0.8153271113852912,1.0,10.0,0.7142857142857143,
ma_10_30,7,0.6711352236214975,0.1784767324841523,1.4707017464975487,-0.45469655514583096,3.8281946193278076,0.6733532761423515,0.706519226231683,0.5725658597320173,1.357345922491792,-0.3609327564374311,-0.5045328263736412,13.857142857142858,157.97491175122792,0.7142857142857143,0.42857142857142855
momentum_20,7,0.8230012132800003,0.6674587834662922,1.357950363887318,-0.47960257648789617,3.494152231535213,0.8253092710174432,0.9024648448135283,1.1652445914956147,1.7562636765089839,-0.32930672078949774,-0.49413664807565516,34.57142857142857,431.9418881657306,0.7142857142857143,0.7142857142857143
random,7,0.11981897909287477,0.16198079633444304,0.4594488040611728,-0.5237653803122517,0.7825530241749957,0.12564698285202486,0.2543644079956273,0.5614971263035151,0.561218146668544,-0.40933717584276125,-0.643345487892873,119.3,1265.5875255575531,0.7142857142857143,0.2857142857142857
