fold,total_return_mean,total_return_std,annualized_return_mean,sharpe_mean,sharpe_std,sortino_mean,maximum_drawdown_mean,trade_count_mean,transaction_cost_mean,total_return_buy_and_hold,total_return_momentum_20,sharpe_ratio_buy_and_hold,sharpe_ratio_momentum_20,return_excess_vs_buy_hold,return_excess_vs_momentum,beats_buy_hold,beats_momentum
2018,-0.6092584139567219,0.01412025470553444,-0.6102653941106748,-1.0043845920908612,0.09692046772313058,-1.3211180495564596,-0.7429322858189904,93.0,622.5313300754482,-0.7255810833751434,-0.3259408964116672,-1.1858223549980873,-0.8806328704865414,0.11632266941842151,-0.2833175175450547,True,False
2019,0.642677409765545,0.36481939940577884,0.6449955810833429,1.1340581954155537,0.39751773511487043,1.9074520442049705,-0.39270405690058846,79.0,1257.7725435480927,0.8669788720182616,1.1762358460141482,1.2557931337805692,1.685020869329804,-0.22430146225271663,-0.5335584362486032,False,False
2020,1.3797501669926984,0.8208430689516506,1.3797501669926984,1.7917527074551327,0.7223408800744788,2.8085879969380034,-0.3911779644197299,92.66666666666667,1238.2448082036474,3.0225633804210945,3.494152231535213,2.321351313075459,3.3337963754140603,-1.6428132134283961,-2.1144020645425146,False,False
2021,0.1985763168988305,0.11349556958578813,0.19918262274131218,0.6010656011726998,0.15041076031886758,0.8844494303311455,-0.4621630768556084,108.33333333333333,1355.4321738832407,0.5747352341921892,0.6674587834662922,0.9666474912047645,1.1652445914956149,-0.3761589172933587,-0.4688824665674617,False,False
2022,-0.7126794293185026,0.06601500179670768,-0.7136480917966243,-2.031396381493541,0.44222508405412725,-2.518208381608325,-0.7355793320023539,68.33333333333333,393.75202284307073,-0.6533005950115829,-0.4796025764878961,-1.3482813827832911,-1.7264954401128756,-0.0593788343069197,-0.23307685283060647,False,False
2023,0.7704436835999463,0.7922067056745596,0.7735376035310759,1.5941764237348608,1.0954556296900055,2.9953120181898836,-0.18543658296726453,102.0,1530.8493000270164,1.5396467782179144,1.1958360419696046,2.350677565636849,2.4498185394009577,-0.7692030946179681,-0.4253923583696583,False,False
2024,0.11751571127646425,0.28748246605452765,0.1457438362117969,0.43661499497019735,0.8357730222876594,0.7169128082585247,-0.33299041705305754,83.0,861.4285284751319,0.568107869335571,0.0328690628743069,1.2667869882190383,0.2905018486536782,-0.45059215805910674,0.08464664840215735,False,True
