,portfolio_value
2024-01-01 00:00:00+00:00,10000.0
2024-01-02 00:00:00+00:00,10000.0
2024-01-03 00:00:00+00:00,9520.418783562709
2024-01-04 00:00:00+00:00,9512.594334478987
2024-01-05 00:00:00+00:00,9496.568501306196
2024-01-06 00:00:00+00:00,9459.260595321717
2024-01-07 00:00:00+00:00,9449.347939720617
2024-01-08 00:00:00+00:00,10100.34926955213
2024-01-09 00:00:00+00:00,9921.703072795022
2024-01-10 00:00:00+00:00,10026.650720519909
2024-01-11 00:00:00+00:00,9970.915237332063
2024-01-12 00:00:00+00:00,9214.973819635034
2024-01-13 00:00:00+00:00,9212.654622777594
2024-01-14 00:00:00+00:00,8987.70260741852
2024-01-15 00:00:00+00:00,8961.270771233352
2024-01-16 00:00:00+00:00,8961.270771233352
2024-01-17 00:00:00+00:00,8961.270771233352
2024-01-18 00:00:00+00:00,8961.270771233352
2024-01-19 00:00:00+00:00,8961.270771233352
2024-01-20 00:00:00+00:00,8961.270771233352
2024-01-21 00:00:00+00:00,8961.270771233352
2024-01-22 00:00:00+00:00,8961.270771233352
2024-01-23 00:00:00+00:00,9026.348762111753
2024-01-24 00:00:00+00:00,9078.796557474176
2024-01-25 00:00:00+00:00,9069.372996524071
2024-01-26 00:00:00+00:00,9069.372996524071
2024-01-27 00:00:00+00:00,9069.372996524071
2024-01-28 00:00:00+00:00,9069.372996524071
2024-01-29 00:00:00+00:00,9331.337699583375
2024-01-30 00:00:00+00:00,9258.9868919241
2024-01-31 00:00:00+00:00,9179.227795380748
2024-02-01 00:00:00+00:00,9285.5364882545
2024-02-02 00:00:00+00:00,9276.653045528974
2024-02-03 00:00:00+00:00,9276.653045528974
2024-02-04 00:00:00+00:00,9178.709632255053
2024-02-05 00:00:00+00:00,9194.894086096263
2024-02-06 00:00:00+00:00,9286.717412626325
2024-02-07 00:00:00+00:00,9552.604026613522
2024-02-08 00:00:00+00:00,9546.045016944918
2024-02-09 00:00:00+00:00,9925.942492969338
2024-02-10 00:00:00+00:00,10057.33022506195
2024-02-11 00:00:00+00:00,10167.36222853622
2024-02-12 00:00:00+00:00,10517.749799646372
2024-02-13 00:00:00+00:00,10472.321177924357
2024-02-14 00:00:00+00:00,10911.12103787355
2024-02-15 00:00:00+00:00,10902.332016542015
2024-02-16 00:00:00+00:00,10938.08339844974
2024-02-17 00:00:00+00:00,10833.818237497913
2024-02-18 00:00:00+00:00,10930.186818714692
2024-02-19 00:00:00+00:00,10921.826182218352
2024-02-20 00:00:00+00:00,10921.826182218352
2024-02-21 00:00:00+00:00,10820.242590730102
2024-02-22 00:00:00+00:00,10708.739096526615
2024-02-23 00:00:00+00:00,10589.13356570416
2024-02-24 00:00:00+00:00,10764.287416222056
2024-02-25 00:00:00+00:00,10798.129746295866
2024-02-26 00:00:00+00:00,10786.7687797984
2024-02-27 00:00:00+00:00,10786.7687797984
2024-02-28 00:00:00+00:00,10786.7687797984
2024-02-29 00:00:00+00:00,10551.700588243813
2024-03-01 00:00:00+00:00,10765.886804502268
2024-03-02 00:00:00+00:00,10695.060064061676
2024-03-03 00:00:00+00:00,10891.189539596744
2024-03-04 00:00:00+00:00,11781.390898305848
2024-03-05 00:00:00+00:00,11000.472894679811
2024-03-06 00:00:00+00:00,11398.000696278817
2024-03-07 00:00:00+00:00,11539.155781481699
2024-03-08 00:00:00+00:00,11776.163131745052
2024-03-09 00:00:00+00:00,11810.437937243496
2024-03-10 00:00:00+00:00,11798.864336932582
2024-03-11 00:00:00+00:00,12317.045337930042
2024-03-12 00:00:00+00:00,12207.301628182338
2024-03-13 00:00:00+00:00,12480.92109479456
2024-03-14 00:00:00+00:00,12192.837686083076
2024-03-15 00:00:00+00:00,11852.511441767787
2024-03-16 00:00:00+00:00,11154.266338016754
2024-03-17 00:00:00+00:00,11679.489819845576
2024-03-18 00:00:00+00:00,11535.690937873569
2024-03-19 00:00:00+00:00,11525.441451752746
2024-03-20 00:00:00+00:00,11525.441451752746
2024-03-21 00:00:00+00:00,11525.441451752746
2024-03-22 00:00:00+00:00,11525.441451752746
2024-03-23 00:00:00+00:00,11525.441451752746
2024-03-24 00:00:00+00:00,11525.441451752746
2024-03-25 00:00:00+00:00,11980.52723519301
2024-03-26 00:00:00+00:00,11985.497532300722
2024-03-27 00:00:00+00:00,11894.307631745001
2024-03-28 00:00:00+00:00,11881.973595305535
2024-03-29 00:00:00+00:00,11727.14192691921
2024-03-30 00:00:00+00:00,11715.518237775022
2024-03-31 00:00:00+00:00,11715.518237775022
2024-04-01 00:00:00+00:00,11436.146735127171
2024-04-02 00:00:00+00:00,10737.993009467351
2024-04-03 00:00:00+00:00,10825.580995247397
2024-04-04 00:00:00+00:00,11240.359262116897
2024-04-05 00:00:00+00:00,11230.252170118749
2024-04-06 00:00:00+00:00,11230.252170118749
2024-04-07 00:00:00+00:00,11230.252170118749
2024-04-08 00:00:00+00:00,11585.988931076741
2024-04-09 00:00:00+00:00,11182.86567120997
2024-04-10 00:00:00+00:00,11417.212182897614
2024-04-11 00:00:00+00:00,11331.928526914702
2024-04-12 00:00:00+00:00,10868.57181325798
2024-04-13 00:00:00+00:00,10322.781561205426
2024-04-14 00:00:00+00:00,10632.887117343018
2024-04-15 00:00:00+00:00,10258.850094062082
2024-04-16 00:00:00+00:00,10321.227296238852
2024-04-17 00:00:00+00:00,9911.176816415371
2024-04-18 00:00:00+00:00,10272.847955986645
2024-04-19 00:00:00+00:00,10326.355738813518
2024-04-20 00:00:00+00:00,10512.502977531667
2024-04-21 00:00:00+00:00,10501.727902337929
2024-04-22 00:00:00+00:00,10501.727902337929
2024-04-23 00:00:00+00:00,10423.322341581126
2024-04-24 00:00:00+00:00,10413.125649431311
2024-04-25 00:00:00+00:00,10413.125649431311
2024-04-26 00:00:00+00:00,10284.94149639545
2024-04-27 00:00:00+00:00,10273.958414993856
2024-04-28 00:00:00+00:00,10273.958414993856
2024-04-29 00:00:00+00:00,10273.958414993856
2024-04-30 00:00:00+00:00,10273.958414993856
2024-05-01 00:00:00+00:00,9864.803919278127
2024-05-02 00:00:00+00:00,10012.0328579719
2024-05-03 00:00:00+00:00,10001.829185124043
2024-05-04 00:00:00+00:00,10001.829185124043
2024-05-05 00:00:00+00:00,10001.829185124043
2024-05-06 00:00:00+00:00,10001.829185124043
2024-05-07 00:00:00+00:00,9860.853244016844
2024-05-08 00:00:00+00:00,9679.427089000561
2024-05-09 00:00:00+00:00,9973.983203764514
2024-05-10 00:00:00+00:00,9616.91539726433
2024-05-11 00:00:00+00:00,9617.063084086705
